frame,param_0,param_1,param_2,param_3
0000,567.5672607421875,191.63941955566406,127.66447448730469,-0.10707443207502365
0001,475.7144470214844,191.6989288330078,127.76969146728516,-0.06157996878027916
0002,564.7298583984375,190.82266235351562,127.42627716064453,0.014957775361835957
0003,564.0213623046875,191.41445922851562,127.58786010742188,-0.15966425836086273
0004,433.2249450683594,191.0702667236328,127.89472198486328,-0.15749065577983856
0005,355.1746826171875,191.9404296875,128.06056213378906,-0.26614999771118164
0006,275.5088806152344,191.66465759277344,128.0518341064453,-0.20452778041362762
